,x_position,y_position
142,3710,2268
143,3710,2262
144,3709,2254
145,3708,2246
146,3707,2236
147,3706,2225
148,3704,2214
149,3703,2201
150,3701,2185
151,3699,2167
152,3697,2147
153,3694,2123
154,3689,2096
155,3682,2068
156,3674,2037
157,3666,2005
158,3657,1971
159,3648,1935
160,3638,1899
161,3627,1862
162,3613,1824
163,3597,1787
164,3577,1752
165,3553,1718
166,3526,1687
167,3494,1658
168,3460,1632
169,3424,1608
170,3386,1586
171,3347,1563
172,3309,1541
173,3269,1519
174,3260,1513
175,3712,2288
176,3712,2288
177,3712,2288
178,3712,2287
179,3712,2287
180,3711,2286
181,3711,2284
182,3711,2282
183,3711,2279
184,3711,2276
185,3711,2272
186,3710,2268
187,3710,2262
188,3709,2254
189,3708,2246
190,3707,2236
191,3706,2225
192,3704,2214
193,3703,2201
194,3701,2185
195,3699,2167
196,3697,2147
197,3694,2123
198,3689,2096
199,3682,2068
200,3674,2037
201,3666,2005
202,3657,1971
203,3648,1935
204,3638,1899
205,3627,1862
206,3614,1824
207,3599,1787
208,3580,1750
209,3557,1716
210,3530,1684
211,3499,1655
212,3466,1628
213,3430,1603
214,3394,1579
215,3356,1556
216,3318,1532
217,3279,1509
218,3260,1497
219,3712,2288
220,3712,2288
221,3712,2288
222,3712,2287
223,3712,2287
224,3711,2286
225,3711,2284
226,3711,2282
227,3711,2279
228,3711,2276
229,3711,2272
230,3710,2268
231,3710,2262
232,3709,2254
233,3708,2246
234,3707,2236
235,3705,2226
236,3704,2214
237,3703,2201
238,3701,2185
239,3699,2168
240,3696,2147
241,3692,2123
242,3687,2097
243,3680,2068
244,3671,2038
245,3661,2006
246,3651,1972
247,3641,1937
248,3630,1901
249,3619,1864
250,3606,1826
251,3591,1789
252,3574,1752
253,3552,1716
254,3527,1683
255,3498,1652
256,3465,1624
257,3430,1599
258,3392,1576
259,3353,1555
260,3314,1534
261,3274,1513
262,3254,1502
263,3712,2288
264,3712,2288
265,3712,2288
266,3712,2287
267,3712,2287
268,3711,2286
269,3711,2284
270,3711,2282
271,3711,2279
272,3711,2276
273,3711,2272
274,3710,2268
275,3710,2262
276,3709,2254
277,3708,2246
278,3707,2236
279,3705,2226
280,3704,2214
281,3703,2201
282,3701,2185
283,3699,2168
284,3696,2147
285,3693,2123
286,3688,2096
287,3681,2068
288,3673,2038
289,3664,2005
290,3655,1971
291,3646,1936
292,3636,1899
293,3626,1862
294,3614,1824
295,3600,1786
296,3584,1749
297,3563,1712
298,3539,1678
299,3511,1647
300,3478,1619
301,3443,1594
302,3405,1572
303,3365,1552
304,3324,1534
305,3282,1516
306,3262,1508
307,3712,2288
308,3712,2288
309,3712,2288
310,3712,2287
311,3712,2287
312,3711,2286
313,3711,2284
314,3711,2282
315,3711,2279
316,3711,2276
317,3711,2272
318,3710,2268
319,3710,2262
320,3709,2254
321,3708,2246
322,3707,2236
323,3706,2225
324,3704,2214
325,3703,2201
326,3701,2185
327,3699,2167
328,3697,2147
329,3693,2123
330,3688,2096
331,3681,2068
332,3672,2038
333,3663,2006
334,3653,1972
335,3643,1937
336,3633,1900
337,3622,1863
338,3609,1825
339,3595,1787
340,3578,1750
341,3558,1714
342,3534,1680
343,3506,1648
344,3474,1619
345,3439,1594
346,3401,1572
347,3361,1552
348,3320,1534
349,3279,1516
350,3258,1507
351,3712,2288
352,3712,2288
353,3712,2288
354,3712,2287
355,3712,2287
356,3711,2286
357,3711,2284
358,3711,2282
359,3711,2279
360,3711,2276
361,3711,2272
362,3710,2268
363,3710,2262
364,3709,2254
365,3708,2246
366,3707,2236
367,3705,2226
368,3704,2214
369,3703,2201
370,3701,2185
371,3699,2168
372,3696,2147
373,3692,2123
374,3687,2097
375,3680,2068
376,3671,2038
377,3661,2006
378,3651,1972
379,3641,1937
380,3630,1901
381,3619,1864
382,3606,1826
383,3591,1789
384,3574,1752
385,3552,1716
386,3527,1683
387,3498,1652
388,3465,1624
389,3430,1599
390,3392,1576
391,3353,1555
392,3314,1534
393,3274,1513
394,3254,1502
395,3712,2288
396,3712,2288
397,3712,2288
398,3712,2287
399,3712,2287
400,3711,2286
401,3711,2284
402,3711,2282
403,3711,2279
404,3711,2276
405,3711,2272
406,3710,2268
407,3710,2262
408,3709,2254
409,3708,2246
410,3707,2236
411,3706,2225
412,3704,2214
413,3703,2201
414,3701,2185
415,3699,2167
416,3697,2147
417,3694,2123
418,3689,2096
419,3682,2068
420,3674,2037
421,3666,2005
422,3657,1971
423,3648,1935
424,3638,1899
425,3627,1862
426,3613,1824
427,3597,1787
428,3577,1752
429,3553,1718
430,3526,1687
431,3494,1658
432,3459,1633
433,3423,1609
434,3385,1587
435,3346,1566
436,3306,1545
437,3266,1524
438,3256,1519
439,3712,2288
440,3712,2288
441,3712,2288
442,3712,2287
443,3712,2287
444,3711,2286
445,3711,2284
446,3711,2282
447,3711,2279
448,3711,2276
449,3711,2272
450,3710,2268
451,3710,2262
452,3709,2254
453,3708,2246
454,3707,2236
455,3706,2225
456,3704,2214
457,3703,2201
458,3701,2185
459,3699,2167
460,3697,2147
461,3693,2123
462,3688,2096
463,3680,2068
464,3671,2038
465,3661,2006
466,3650,1973
467,3639,1938
468,3628,1902
469,3615,1865
470,3602,1828
471,3586,1790
472,3567,1754
473,3545,1719
474,3519,1686
475,3489,1656
476,3455,1630
477,3419,1606
478,3381,1584
479,3341,1564
480,3301,1545
481,3260,1527
482,3712,2288
483,3712,2288
484,3712,2288
485,3712,2287
486,3712,2287
487,3711,2286
488,3711,2284
489,3711,2282
490,3711,2279
491,3711,2276
492,3711,2272
493,3710,2268
494,3710,2262
495,3709,2254
496,3708,2246
497,3707,2236
498,3705,2226
499,3704,2214
500,3703,2201
501,3701,2185
502,3699,2168
503,3696,2147
504,3692,2123
505,3687,2097
506,3679,2068
507,3670,2038
508,3660,2007
509,3649,1973
510,3637,1938
511,3625,1902
512,3613,1866
513,3599,1828
514,3583,1791
515,3564,1755
516,3542,1720
517,3516,1687
518,3486,1657
519,3452,1631
520,3416,1607
521,3378,1585
522,3338,1565
523,3298,1545
524,3258,1525
525,3712,2288
526,3712,2288
527,3712,2288
528,3712,2287
529,3712,2287
530,3711,2286
531,3711,2284
532,3711,2282
533,3711,2279
534,3711,2276
535,3711,2272
536,3710,2268
537,3710,2262
538,3709,2254
539,3708,2246
540,3707,2236
541,3706,2225
542,3704,2214
543,3703,2201
544,3701,2185
545,3699,2167
546,3697,2147
547,3693,2123
548,3688,2096
549,3681,2068
550,3672,2038
551,3663,2006
552,3653,1972
553,3643,1937
554,3632,1900
555,3621,1863
556,3609,1826
557,3594,1788
558,3577,1751
559,3556,1715
560,3531,1682
561,3501,1651
562,3469,1623
563,3433,1598
564,3396,1574
565,3358,1553
566,3318,1531
567,3278,1510
568,3258,1499
569,3712,2288
570,3712,2288
571,3712,2288
572,3712,2287
573,3712,2287
574,3711,2286
575,3711,2284
576,3711,2282
577,3711,2279
578,3711,2276
579,3711,2272
580,3710,2268
581,3710,2262
582,3709,2254
583,3708,2246
584,3707,2236
585,3706,2225
586,3704,2214
587,3703,2201
588,3701,2185
589,3699,2167
590,3697,2147
591,3693,2123
592,3688,2096
593,3680,2068
594,3671,2038
595,3661,2006
596,3650,1973
597,3639,1938
598,3628,1902
599,3615,1865
600,3602,1828
601,3586,1790
602,3567,1754
603,3545,1719
604,3519,1686
605,3489,1656
606,3456,1629
607,3420,1605
608,3382,1583
609,3342,1562
610,3302,1542
611,3262,1522
612,3712,2288
613,3712,2288
614,3712,2288
615,3712,2287
616,3712,2287
617,3711,2286
618,3711,2284
619,3711,2282
620,3711,2279
621,3711,2276
622,3711,2272
623,3710,2268
624,3710,2262
625,3709,2254
626,3708,2246
627,3707,2236
628,3706,2225
629,3704,2214
630,3703,2201
631,3701,2185
632,3699,2167
633,3697,2147
634,3693,2123
635,3688,2096
636,3681,2068
637,3672,2038
638,3663,2006
639,3653,1972
640,3643,1937
641,3632,1900
642,3621,1863
643,3609,1826
644,3594,1788
645,3577,1751
646,3556,1715
647,3531,1682
648,3501,1651
649,3469,1623
650,3433,1598
651,3396,1574
652,3358,1553
653,3318,1531
654,3278,1510
655,3258,1499
656,3712,2288
657,3712,2288
658,3712,2288
659,3712,2287
660,3712,2287
661,3711,2286
662,3711,2284
663,3711,2282
664,3711,2279
665,3711,2276
666,3711,2272
667,3710,2268
668,3710,2262
669,3709,2254
670,3708,2246
671,3707,2236
672,3706,2225
673,3704,2214
674,3703,2201
675,3701,2185
676,3699,2167
677,3697,2147
678,3693,2123
679,3688,2096
680,3681,2068
681,3672,2038
682,3663,2006
683,3653,1972
684,3643,1937
685,3632,1900
686,3621,1863
687,3609,1826
688,3594,1788
689,3577,1751
690,3556,1715
691,3531,1682
692,3501,1651
693,3469,1623
694,3433,1598
695,3396,1574
696,3358,1553
697,3318,1531
698,3278,1510
699,3258,1499
700,3712,2288
701,3712,2288
702,3712,2288
703,3712,2287
704,3712,2287
705,3711,2286
706,3711,2284
707,3711,2282
708,3711,2279
709,3711,2276
710,3711,2272
711,3710,2268
712,3710,2262
713,3709,2254
714,3708,2246
715,3707,2236
716,3705,2226
717,3704,2214
718,3703,2201
719,3701,2185
720,3699,2168
721,3696,2147
722,3692,2123
723,3687,2097
724,3679,2068
725,3670,2038
726,3660,2007
727,3649,1973
728,3637,1938
729,3625,1902
730,3613,1866
731,3599,1828
732,3583,1791
733,3564,1755
734,3542,1720
735,3516,1687
736,3486,1657
737,3452,1631
738,3416,1607
739,3378,1585
740,3338,1565
741,3298,1545
742,3258,1525
743,3712,2288
744,3712,2288
745,3712,2288
746,3712,2287
747,3712,2287
748,3711,2286
749,3711,2284
750,3711,2282
751,3711,2279
752,3711,2276
753,3711,2272
754,3710,2268
755,3710,2262
756,3709,2254
757,3708,2246
758,3707,2236
759,3705,2226
760,3704,2214
761,3703,2201
762,3701,2185
763,3699,2168
764,3696,2147
765,3693,2123
766,3688,2096
767,3681,2068
768,3672,2038
769,3663,2006
770,3653,1972
771,3642,1937
772,3632,1900
773,3620,1863
774,3608,1826
775,3594,1788
776,3577,1751
777,3556,1715
778,3532,1680
779,3504,1649
780,3471,1621
781,3436,1596
782,3398,1574
783,3358,1554
784,3317,1536
785,3276,1518
786,3255,1509
787,3712,2288
788,3712,2288
789,3712,2288
790,3712,2287
791,3712,2287
792,3711,2286
793,3711,2284
794,3711,2282
795,3711,2279
796,3711,2276
797,3711,2272
798,3710,2268
799,3710,2262
800,3709,2254
801,3708,2246
802,3707,2236
803,3705,2226
804,3704,2214
805,3703,2201
806,3701,2185
807,3699,2168
808,3696,2147
809,3693,2123
810,3688,2096
811,3681,2068
812,3673,2038
813,3664,2005
814,3655,1971
815,3646,1936
816,3636,1899
817,3626,1862
818,3615,1824
819,3601,1786
820,3585,1748
821,3566,1711
822,3543,1677
823,3515,1644
824,3484,1615
825,3449,1589
826,3412,1566
827,3372,1545
828,3332,1526
829,3291,1507
830,3260,1493
831,3712,2288
832,3712,2288
833,3712,2288
834,3712,2287
835,3712,2287
836,3711,2286
837,3711,2284
838,3711,2282
839,3711,2279
840,3711,2276
841,3711,2272
842,3710,2268
843,3710,2262
844,3709,2254
845,3708,2246
846,3707,2236
847,3706,2225
848,3704,2214
849,3703,2201
850,3701,2185
851,3699,2167
852,3697,2147
853,3693,2123
854,3688,2096
855,3681,2068
856,3672,2038
857,3663,2006
858,3653,1972
859,3643,1937
860,3633,1900
